word,start,end,duration,rms_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,label
 my,2032.96,2034.14,1.18,0.027828919,0.179991026,-443.9158,72.22104,-5.807971,5.6862807,-0.6821187,-0.6346951,-5.826493,0.429284,-8.583031,-2.4971855,-2.8603683,-6.6835904,-8.028273,-1
 self,2034.14,2034.66,0.52,0.102757365,0.284955193,-203.99124,62.510082,21.503128,-16.918768,4.139151,-17.744797,-8.572374,3.2983034,-10.031654,6.2620325,-7.312356,-6.9528804,-0.37460595,-1
#NAME?,2034.66,2035.22,0.56,0.090385586,0.148817274,-237.39583,67.75401,5.4506183,24.365484,-1.5266119,-20.569849,-23.615206,-0.59550065,-22.034508,-11.9888115,-1.3726424,-12.223429,2.6743937,-1
 our,2035.22,2036.8,1.58,0.03564572,0.235585938,-402.8848,45.212387,-17.215736,14.895533,-6.706674,-3.380651,-6.760039,4.094806,-8.133263,-2.548371,-6.120521,-2.736847,-4.914743,-1
 self,2036.8,2037.3,0.5,0.08354782,0.29989624,-204.23547,72.67269,15.588671,-32.763332,5.469862,-12.910467,-11.424267,4.8071814,-12.288507,6.0962057,-3.5263855,-4.606002,-1.8583852,-1
#NAME?,2037.3,2037.68,0.38,0.099815466,0.089640299,-190.84236,85.63638,-25.99927,44.51907,-8.668636,-29.119665,-31.331896,-15.017348,-21.279009,-25.201057,-9.274695,-12.107789,-6.4571495,-1
 sets,2037.68,2039.04,1.36,0.038687486,0.273051417,-350.34924,23.444416,-0.59755635,22.259447,7.3580713,-6.475606,-8.590583,4.130369,-7.63949,-0.71882606,-10.040373,-4.833694,-1.2950312,-1
 the,2039.04,2039.36,0.32,0.04649618,0.365589489,-274.02927,26.513844,22.218182,-5.0028834,-5.162765,5.1156025,-9.114702,-13.815317,-15.452653,-5.3968616,-5.941267,-1.9545413,-6.5712504,-1
 boundaries,2039.36,2039.94,0.58,0.10919732,0.057437294,-227.29839,137.84853,-28.872944,0.6600394,-24.22701,-4.934209,-4.717427,1.9435401,-26.30124,-9.9761715,-4.3597608,-3.6148612,-18.397415,-1
 to,2039.94,2040.36,0.42,0.037767857,0.158307757,-271.0252,40.201653,34.46469,56.510197,7.9753485,-4.4953012,-2.412054,3.1341991,-11.637205,-6.2090073,-9.54963,-10.982023,-16.398838,-1
 our,2040.36,2040.7,0.34,0.11426785,0.072443182,-205.5227,168.06105,-23.279455,-50.393673,-26.921831,-21.004278,3.1420603,5.036809,-26.028498,-7.478721,-14.60386,-3.3849533,-10.675803,-1
 accomplishment,2040.7,2041.56,0.86,0.06549313,0.142216435,-244.60458,99.96172,-24.842363,12.535203,-6.277738,-6.157749,-9.197477,-8.644274,-9.01332,-4.6037354,-5.569048,-1.5366508,-13.994019,-1
 it,2041.56,2042.08,0.52,0.053761832,0.172047335,-289.1061,74.02267,14.1405325,24.333967,3.0702267,-10.066785,-26.041245,-0.2258542,-31.887056,-7.9137063,-2.3183243,-11.114351,-19.354435,-1
 creates,2042.08,2042.8,0.72,0.09438989,0.171047045,-203.50821,37.73623,-20.440306,26.10796,-13.12793,-10.883863,-17.906496,1.4011455,-17.414433,-18.120096,-6.333829,-9.788558,-11.477427,-1
 us,2042.8,2043,0.2,0.123342775,0.239188058,-161.15576,20.012842,12.022527,6.37264,7.223047,0.25284985,-31.90588,-12.045486,-7.5498576,-5.4340887,-15.992462,-12.809813,0.015300342,-1
 the,2043,2043.22,0.22,0.0950956,0.217912946,-184.34764,53.71057,-3.537623,-4.5003448,0.028419903,6.0494003,-30.607492,-17.836405,-33.831062,-1.8966064,2.887008,-18.641266,-10.864337,-1
 it,2043.22,2043.46,0.24,0.044388957,0.104370117,-324.73767,81.191765,29.912468,52.86661,1.5245585,-16.161598,-35.19808,11.690039,-33.19758,-16.671083,-5.675016,-16.259739,-13.721482,-1
 creates,2043.46,2043.88,0.42,0.13787666,0.090680804,-191.89326,74.620056,-32.22614,4.9725213,-5.789838,-5.853473,-24.169424,0.80548316,-18.91542,-20.15884,0.33004236,-13.936531,-10.831312,-1
 the,2043.88,2044.2,0.32,0.043058943,0.381347656,-205.52191,5.1141186,38.818836,13.225371,4.160641,9.031711,-4.308691,-0.18315072,-11.00758,-2.3418388,-1.9920068,-11.189726,-4.9237347,-1
 scripts,2044.2,2044.64,0.44,0.10249554,0.181675502,-209.52815,59.426662,-12.320417,6.0704856,1.5008543,2.2221215,-17.353249,2.509197,-10.44136,0.79258907,-4.6528163,-7.7744193,-1.813081,-1
 by,2044.64,2045.54,0.9,0.06857811,0.12809806,-275.361,109.03693,51.802013,15.463779,0.0613039,10.011466,-3.3558545,4.245653,-6.440043,0.73726946,-3.1268826,-1.369645,-3.5936553,-1
 which,2045.54,2045.86,0.32,0.13290694,0.056019176,-203.84589,114.872734,-27.993177,13.80877,-12.611444,-4.6484604,-29.070824,-0.98056036,-18.417473,-21.413927,5.0520244,-18.62759,-14.249573,-1
 we,2045.86,2046.16,0.3,0.0512894,0.181835938,-254.11142,26.26739,-0.013395024,49.809765,-5.3577995,-4.9809103,7.92062,4.543206,-15.080813,-10.35742,-6.040061,-5.528526,-16.297369,-1
 act,2046.16,2046.64,0.48,0.059362277,0.156005859,-280.44125,92.68135,-30.297922,-7.607436,10.469872,-10.683578,-19.533978,7.2703805,-13.54036,-10.010382,-2.4914532,-18.116041,-0.8628911,-1
 out,2046.64,2046.92,0.28,0.11160314,0.116156684,-223.88028,134.20271,-26.9994,-40.319626,10.852831,-7.0343094,-33.335056,1.1883416,-21.096703,-4.8303742,2.8921947,-4.7586527,-15.183199,-1
 our,2046.92,2047.18,0.26,0.12002344,0.095757378,-203.9726,127.69074,-23.929245,-13.3903265,-32.58708,-11.706765,-11.241548,-13.054501,-15.02468,-24.426548,8.178085,3.3879097,-18.299616,-1
 lives,2047.18,2047.72,0.54,0.11990471,0.057444853,-191.09518,131.80003,-26.201828,-6.55986,-11.130932,-11.182272,-28.10955,3.4243972,-26.91595,-20.503967,3.0390763,-15.218247,-13.253506,-1
 so,2047.72,2049.34,1.62,0.03987941,0.228132659,-384.22452,47.668537,32.662636,12.682851,5.408489,12.010006,-2.1959555,-0.9940634,-3.309848,-0.9888074,-2.9230244,-2.37057,-4.678562,-1
 it,2049.34,2050.48,1.14,0.02774226,0.19547526,-424.1725,68.22916,8.388663,9.819419,-0.8972848,-5.3943214,-11.043806,-2.0431578,-12.537029,-5.8648086,-3.540795,-6.6983447,-5.5998707,-1
 all,2050.48,2050.86,0.38,0.079630286,0.103027344,-315.35184,107.88919,45.16106,-13.705798,-32.81764,-25.186728,-34.101467,-13.63847,-16.955923,-1.884411,-9.358719,1.3752056,-6.671992,-1
 depends,2050.86,2051.24,0.3799375,0.08734622,0.103352865,-180.0257,79.25643,7.152391,27.666489,1.2494985,-11.141319,-13.860658,5.713852,-6.045898,-13.102996,-9.497296,-13.948714,-8.658367,-1
 on,2051.24,2051.68,0.44,0.09639113,0.14679827,-186.14369,92.38513,19.8205,-18.762836,-2.9281604,-0.6400346,-22.61994,3.623692,-21.220217,-3.2487867,1.0175854,-13.124788,-8.326808,-1
 how,2051.68,2052.1,0.4200625,0.0855396,0.129429408,-189.2452,104.20404,-32.144527,-16.600672,-17.082638,-11.409243,-7.538734,4.8545036,-19.651175,-9.393094,-1.4866734,-10.475098,-10.680077,-1
 you,2052.1,2052.56,0.46,0.058570456,0.064648438,-320.45633,103.981926,4.9228287,52.02046,-18.548544,-13.974247,-20.31065,-0.34859613,-6.391437,-28.496756,-6.076831,-6.1368017,-29.700176,-1
 see,2052.56,2052.94,0.38,0.0463143,0.311564128,-281.74515,20.975206,50.75114,32.79021,-3.4105406,-3.4946315,-2.792813,-0.97166497,-13.244179,-14.377927,-14.563747,-8.693746,-14.166314,-1
 yourself,2052.94,2053.5,0.56,0.07937775,0.201280382,-214.57677,94.50218,5.313098,12.096308,-1.4448926,-14.310728,-25.020151,-10.633684,-28.493917,-18.616232,4.9311714,-12.694345,-11.807362,-1
 if,2053.5,2053.96,0.46,0.067933775,0.187076823,-250.2768,64.13419,15.605136,35.622826,-3.666361,-20.857822,-18.4712,1.8555359,-15.685531,-15.576731,-6.4800253,-13.78743,-7.34748,-1
 you,2053.96,2054.18,0.2199375,0.048406597,0.162527902,-328.14926,49.74195,-5.7100196,59.507374,12.431649,-3.2835732,-4.115361,-4.254615,-9.648885,-21.72685,2.048468,-5.449516,-30.99626,-1
 can,2054.18,2054.44,0.2600625,0.04432334,0.08984375,-274.27017,119.34684,-10.139452,22.981323,12.7619295,0.31325892,-16.414461,-1.0103892,-7.811776,-12.258893,-11.030827,-17.486443,-8.051167,-1
 change,2054.44,2054.9,0.46,0.07094478,0.136816406,-208.57985,44.27574,-2.4225311,46.663364,-11.97939,-25.219912,-14.5373745,8.0282755,-22.271208,-9.561902,-3.014671,-12.990891,-6.818056,-1
 your,2054.9,2055.22,0.3199375,0.07547039,0.126123047,-244.2658,61.377758,6.615445,32.99009,-7.3413076,-5.388681,-10.89242,-4.9172273,-26.75035,-8.697226,-14.193251,-10.033561,-15.034149,-1
 self,2055.22,2055.68,0.46,0.056094486,0.32985026,-230.70004,57.154808,21.691282,-33.352524,10.052609,-5.7880735,-7.5129232,-5.6620016,-11.863162,-0.65337193,-5.0100555,-5.9652004,-3.826355,-1
#NAME?,2055.68,2056.04,0.3600625,0.08497185,0.070719401,-179.51445,87.81104,-5.5259376,51.849873,2.8608253,-27.237707,-29.118692,-5.4798026,-24.814514,-22.226965,-6.1405454,-22.729874,-4.7888217,-1
 make,2056.04,2057.46,1.42,0.024942297,0.239539931,-401.55563,35.891106,-9.333386,27.87497,5.759862,-5.2699003,-12.780615,3.4614208,-9.919187,-2.291331,-5.4808335,-4.6268764,-4.125251,-1
 it,2057.46,2057.74,0.2799375,0.12391281,0.087727865,-190.24593,61.790176,-6.0019326,52.132477,-11.012374,-19.311298,-30.033176,10.449957,-33.811184,-25.311903,-1.5528007,-30.623833,-13.244027,-1
 more,2057.74,2058.06,0.3200625,0.12834921,0.053799716,-262.724,118.1884,32.07159,16.915184,-39.980656,-18.119352,-24.286726,1.4200071,-26.591583,-10.721781,3.498437,-22.44779,-18.04786,-1
 empowering,2058.06,2058.92,0.86,0.11641245,0.095648872,-190.8113,125.376755,-30.055904,-1.9988282,-8.051134,-21.68453,-14.348836,2.623936,-24.216387,-8.002324,-1.7121382,-7.8575716,-2.6663783,-1
 enlarge,2058.92,2059.84,0.92,0.104652815,0.098733836,-216.76659,97.49314,-2.5478861,8.616864,-11.753022,-19.381626,-17.858452,4.3601537,-32.17731,-14.083028,0.08938625,-15.691721,-7.1928935,-1
 it,2059.84,2060.02,0.18,0.1232271,0.103271484,-221.94336,60.60725,-3.2683432,51.250454,-3.648014,-13.208247,-29.016703,9.556012,-24.08058,-27.427656,-0.1820182,-11.879936,-9.523374,-1
 embrace,2060.02,2060.98,0.96,0.07003405,0.164897303,-269.09302,63.366825,-23.888147,18.415943,-2.9685388,-14.05202,-19.704082,5.1904254,-17.11982,-11.130543,-2.4036708,-10.9902,1.7764657,-1
 these,2060.98,2061.46,0.48,0.08144753,0.258850098,-206.32025,6.168823,5.4214563,32.910103,-3.1916447,-17.181427,-25.67524,12.307827,-26.379534,-13.254818,-1.4830757,-14.301378,-10.098289,-1
 new,2061.46,2061.8,0.34,0.04614525,0.132102273,-256.297,58.282272,10.154452,74.74102,-5.5219336,-2.2076752,-16.258795,0.9263065,-16.80089,-27.680382,3.9057786,-7.2228274,-18.721605,-1
 roles,2061.8,2062.38,0.58,0.12106048,0.048159951,-312.38907,139.97876,4.5259585,-13.152787,-33.194977,-28.06075,-11.342657,2.378962,-24.4069,-23.495628,6.091422,-22.532219,-6.8005967,-1
 and,2062.38,2063.24,0.8599375,0.021908136,0.271231192,-380.3832,58.19776,11.240771,-4.2851834,-1.0512924,9.518928,1.2105705,-0.63575125,-5.2228856,0.30315882,1.122476,-1.6944159,-9.781216,-1
 the,2063.24,2063.4,0.1600625,0.05591245,0.026692708,-259.91055,147.57545,2.0142567,1.626963,2.4297323,5.2763004,7.130776,-5.557228,-29.69929,-26.266844,-0.073185526,-6.131367,-18.043903,-1
 more,2063.4,2063.7,0.2999375,0.124447145,0.046484375,-264.46182,130.86179,30.190298,6.9194174,-49.95635,-25.198214,-14.458328,-4.762204,-14.672147,-16.835144,3.3416524,-24.614948,-15.233355,-1
 I,2063.7,2063.94,0.2400625,0.09459519,0.076660156,-164.22597,133.14302,-48.698887,-24.050018,-0.6054125,-23.286133,-23.722698,-10.777366,-17.883734,-2.2076342,0.03714609,-6.2201376,-18.84868,-1
 did,2063.94,2064.24,0.2999375,0.100425325,0.087304688,-284.35764,72.221054,9.087572,38.912376,5.6847415,-15.563416,-16.898684,2.8060822,-18.02091,-19.457823,-9.809389,-5.263284,-13.441356,-1
 these,2064.24,2064.56,0.3200625,0.033210557,0.074129972,-292.44373,50.926353,22.064695,48.85842,12.411158,-25.001947,-22.704992,7.470753,-21.032516,-24.70174,-0.53916335,-14.795282,-16.840563,-1
 new,2064.56,2064.84,0.28,0.063336104,0.059950087,-302.5179,68.47184,0.48201922,82.42409,1.3282678,-5.068285,-13.404301,1.8193469,-11.189175,-24.657387,-6.9354596,-10.126606,-21.989775,-1
 roles,2064.84,2065.32,0.48,0.11685452,0.040710449,-285.8278,152.92877,23.66332,-1.6443182,-41.70526,-21.520279,-4.946938,3.7663176,-18.915264,-28.236757,-7.4174232,-24.24189,-12.453123,-1
 I,2065.32,2065.58,0.26,0.09699906,0.206000434,-150.76813,92.10816,14.878628,-19.295307,-7.482291,4.076642,-25.345125,-9.085149,-25.986206,-9.109149,9.63582,-4.8224845,-14.20928,-1
 became,2065.58,2065.92,0.34,0.049968958,0.090864702,-245.00519,75.35075,-12.295883,78.01496,2.2108634,-15.277053,-14.788613,2.4348376,-20.728748,-17.692354,-10.036094,-11.253002,-6.525879,-1
 more,2065.92,2066.34,0.42,0.07762771,0.042794364,-303.0861,129.27519,30.046108,40.1243,-16.001902,-32.801964,-19.216398,-5.0394206,-28.303705,-21.656233,-2.256947,-7.137338,-15.4065075,-1
 comfortable,2066.34,2066.88,0.54,0.07618812,0.118422564,-220.10889,133.3009,-12.429484,-7.471983,-11.410513,-8.887378,-10.448542,-13.037772,-22.931938,-10.1622925,1.6330843,-10.205272,-7.075621,-1
 in,2066.88,2067.78,0.9,0.080514885,0.130135372,-290.0561,75.5259,1.8783306,33.66558,-13.621332,-15.2598,-14.118753,0.82849294,-17.399118,-15.622785,-4.533637,-13.387097,-3.9488866,-1
 doing,2067.78,2068.28,0.5,0.07042165,0.04876709,-281.65204,126.22714,-2.749822,31.029884,0.101383924,8.652926,-8.089113,-13.813702,-25.937632,-9.790804,-3.6246238,-21.67472,-10.073529,-1
 them,2068.28,2068.64,0.3599375,0.090398006,0.045532227,-200.62671,132.35912,-32.276016,26.767845,8.406654,-16.131424,-25.916733,-7.79849,-31.472342,-4.827927,-1.0413193,-16.157663,-15.501346,-1
 and,2068.64,2068.96,0.3200625,0.043950927,0.033691406,-311.8822,149.67043,15.357505,5.5392103,10.667922,5.217441,-7.866681,-4.4329777,-17.291481,1.920631,0.8234409,-16.590376,-17.854595,-1
 now,2068.96,2069.32,0.36,0.15002026,0.075276693,-167.8817,142.18576,-22.019804,-41.371857,-12.212281,-15.638496,-12.368281,0.15612094,-21.742403,-2.5424573,-4.619694,-14.531224,-14.274873,-1
 I,2069.32,2070.12,0.8,0.033508014,0.172926683,-376.28534,93.06206,-15.328781,-10.926955,-8.278942,1.1776265,-5.967208,2.9533527,-9.199484,2.17255,-6.902516,-7.114725,-8.751914,-1
 fully,2070.12,2070.5,0.38,0.07077724,0.209391276,-210.23846,76.72681,2.7352571,12.4728155,-10.089997,-13.789889,1.1881044,-1.6879328,-12.1518545,-9.65123,-6.8530536,-9.490095,-7.838325,-1
 accept,2070.5,2071.34,0.84,0.07602211,0.192111545,-216.93457,72.92723,-11.683374,11.416195,15.930318,-21.394297,-28.117159,11.666749,-16.202242,-4.9768434,-1.9090881,-6.4983387,-1.4837614,-1
 many,2071.34,2072.72,1.3799375,0.03936344,0.196633079,-381.1674,57.53379,1.3691608,22.197481,0.06759791,-2.9308436,-9.206077,1.8283554,-5.5863266,-3.1899462,-3.9512804,-3.3952456,-3.455925,-1
 many,2072.72,2073,0.2800625,0.15270258,0.056640625,-135.59633,86.61786,-29.811031,18.29355,-3.4555085,-33.99975,-42.884537,7.3178473,-29.21524,-11.094371,-1.9498774,-13.65899,-2.8612363,-1
 roles,2073,2073.5,0.5,0.16508822,0.051147461,-230.00836,136.03593,-12.743179,8.422247,-19.54144,-26.440186,-11.113338,-2.9024425,-18.445385,-31.702047,1.7170337,-22.880108,-9.319513,-1
 that,2073.5,2074,0.5,0.090535074,0.160858154,-232.44315,111.28605,28.234354,-6.0545664,-15.84444,-6.732856,-8.8428,0.8571206,-19.24056,-9.6453285,-3.0156536,-21.428741,-15.6679325,-1
 for,2074,2074.26,0.26,0.04187685,0.23453776,-236.67448,65.15094,10.854175,3.9417284,-7.2758594,4.7979836,3.9822528,-15.181127,-19.636238,-14.933904,-4.268052,1.4791377,-12.171009,-1
 so,2074.26,2074.54,0.28,0.09326882,0.399522569,-214.03343,28.59849,22.32703,-16.651981,-21.8618,-4.0012655,5.162962,-17.48949,-8.9605875,-9.289278,-6.607627,-1.2409312,-12.124409,-1
 many,2074.54,2074.78,0.24,0.08506526,0.045043945,-229.25974,146.31079,-25.17416,21.534302,-15.91613,-18.179035,-24.322823,-15.271304,-18.168602,-9.246266,-5.668042,-15.690783,-6.813957,-1
 years,2074.78,2075.46,0.68,0.10954146,0.079789595,-206.18896,67.5998,-8.847146,40.900818,-2.2880666,-10.513416,-30.479622,-10.45066,-20.333832,-22.789911,-1.3019223,-21.314695,-15.969718,-1
 lay,2075.46,2076.18,0.7199375,0.047639314,0.169730808,-359.40704,54.000435,9.251431,22.874937,5.7349663,4.0778384,-10.165455,-4.3236065,-1.0949917,-4.377786,-5.3824377,-8.093071,-2.6572292,-1
 outside,2076.18,2076.62,0.4400625,0.11427694,0.237095424,-182.68906,85.34901,2.477032,-22.832737,-5.473587,-5.709667,-22.472805,-7.670455,-27.252039,-0.43577582,4.9639325,-6.592696,-13.456201,-1
 my,2076.62,2076.94,0.32,0.10569902,0.048783736,-194.63208,153.63681,-44.251194,12.775723,-11.109264,-18.459673,-19.263857,-12.391219,-19.31712,-14.546688,1.2180569,-0.18642044,-20.966389,-1
 scope,2076.94,2077.3,0.36,0.07395109,0.190144857,-224.90283,78.512886,29.624407,20.206932,-1.1016583,9.315395,-7.2506557,-9.897803,-15.787354,-17.948975,-16.484983,-2.468375,-12.882961,-1
 because,2077.3,2077.72,0.4199375,0.04651271,0.092215402,-286.77618,128.15945,-6.2986755,21.895624,5.422321,-1.6763046,-14.837512,-6.249513,-13.629023,-7.573448,1.6734123,-7.446129,-11.275212,-1
 I,2077.72,2078.04,0.3200625,0.081096284,0.164373224,-176.15877,137.62494,-4.3007,-28.774342,-6.8677273,-2.6192827,-18.163267,-9.432908,-23.546747,3.0147574,6.5467067,-0.6934383,-17.222637,-1
 thought,2078.04,2078.34,0.3,0.06738025,0.125732422,-301.9388,126.79137,20.276917,-0.789577,-20.505825,-19.933971,-1.2694795,-10.718027,-6.554863,-11.86722,-8.951853,1.6990267,-9.022237,-1
 I,2078.34,2078.66,0.3199375,0.04961739,0.102978516,-216.30554,142.94778,-17.73699,-18.434435,-8.632482,-5.49833,-7.5590544,-3.4552321,-14.56651,7.579501,-8.030054,-4.4413743,-17.641346,-1
 couldn't,2078.66,2079.04,0.3800625,0.05154999,0.055908203,-330.1767,137.19273,0.7993005,23.483145,5.183208,7.6218123,-19.695543,-9.366365,-24.427546,-8.653033,5.2135696,-22.272348,-18.12076,-1
 do,2079.04,2079.26,0.22,0.03948007,0.057059152,-336.7761,94.059555,-4.772326,55.55076,20.682095,1.3590488,-6.8134346,-12.963643,-10.621455,-8.537911,-16.238258,1.3411256,-20.75278,-1
 them,2079.26,2079.56,0.3,0.040815763,0.034082031,-308.73517,146.50632,19.3833,9.699526,10.696676,8.105696,-17.153414,-12.024266,-20.998997,-4.233663,3.5757604,-13.436521,-18.172642,-1
 it,2079.56,2081.52,1.96,0.002212676,0.209929435,-482.7723,50.570858,1.8558695,14.158789,-1.2055855,7.9123755,-6.8347654,4.0934405,-7.8700004,0.5910641,-2.4351807,-3.3116412,-4.6806827,-1
 almost,2081.52,2082.18,0.6599375,0.030261684,0.26155599,-294.43304,-1.1520473,-27.671227,36.34628,-49.65665,4.5807548,-14.392343,-1.1839707,-7.587846,-15.582914,0.28068003,-12.386855,-2.8473501,-1
 seems,2082.18,2082.7,0.52,0.033535942,0.425752528,-231.36955,-52.78759,5.0251374,20.566677,-21.847242,-3.641305,0.06777222,-9.261241,-13.752573,-10.681291,-1.2508628,-12.660873,-4.264985,-1
 to,2082.7,2083.14,0.44,0.03006664,0.463483538,-233.78197,-45.46828,6.171702,27.21049,-22.102573,-4.647177,-15.564652,1.8772382,-14.828647,-11.641687,-5.0496535,-7.0309796,-5.5971723,-1
 me,2083.14,2083.72,0.58,0.029858338,0.159796464,-312.52112,44.340347,10.567871,43.499947,-44.957775,2.572074,5.2169724,-19.627094,-20.789484,-29.298363,0.002932599,-29.341543,-0.74269146,-1
 that,2083.72,2084.3,0.5800625,0.075502455,0.231753701,-198.603,5.041797,-29.169498,56.34968,-47.13054,-6.778912,-6.9870415,-12.2308445,-4.9432325,-5.0265794,-15.586235,-16.51114,0.76537263,-1
 you're,2084.3,2085.28,0.98,0.033080865,0.308609501,-320.07782,4.1961575,-38.431034,45.560318,-25.74485,18.174368,-33.915447,-0.4079458,5.577588,-11.354557,-10.072065,-1.0643038,-9.05122,-1
 a,2085.28,2085.76,0.48,0.035195354,0.200317383,-316.38934,71.077995,-41.067245,12.886795,-33.86895,23.170185,-32.142647,-12.692708,-4.9993534,-0.7269416,-0.52769744,-6.615121,-7.1265874,-1
 completely,2085.76,2086.2,0.4399375,0.02449878,0.241943359,-237.85355,32.76011,-18.987661,10.584096,-23.024197,19.485413,-9.844981,-7.106694,-14.381487,-5.0746636,-1.7831606,-15.166735,-6.830143,-1
 different,2086.2,2086.68,0.48,0.049801625,0.267272949,-191.10551,2.5074272,-11.803375,39.599678,-14.37739,-6.380966,-17.100891,-16.328148,-9.719974,-17.6653,-9.035027,-11.350326,-6.035352,-1
 per,2086.68,2086.96,0.2800625,0.044212207,0.185438368,-217.15285,59.42901,-36.573326,16.80175,-10.830416,16.14947,-38.270107,-8.680691,-10.425774,-9.082449,2.5501676,-15.920307,3.2422876,-1
 person,2086.96,2088.4,1.44,0.031272374,0.249564793,-292.87955,40.24759,-40.290886,8.575206,-13.120704,17.595345,-37.29172,-0.37311053,-1.0120584,0.6451543,-5.262519,-2.6902866,-7.50298,-1
 than,2088.4,2088.64,0.2399375,0.08739902,0.171447754,-115.16294,11.3539095,-13.446826,36.465412,-38.21467,-12.443636,-31.755959,-20.24037,-4.222865,-16.416718,-20.00298,-11.460638,-2.5743227,-1
 you,2088.64,2088.8,0.1600625,0.04861416,0.044596354,-262.43185,42.18056,22.69974,58.768322,-27.241644,-6.135755,1.0309671,-16.94602,-26.091219,-22.952377,-14.123962,-10.332715,-16.858988,-1
 once,2088.8,2089.04,0.24,0.04850991,0.124755859,-202.73029,48.842644,-1.2341399,3.0277977,-41.788242,15.942543,-19.018322,-2.2239494,-20.975563,-1.7137806,-6.3404613,-8.609245,-16.433704,-1
 were,2089.04,2089.34,0.3,0.042148627,0.227246094,-198.57486,52.368664,-33.81479,-12.747196,-32.927242,23.778318,-38.028828,-1.00059,-8.551448,1.680645,-7.797212,10.146194,-10.757467,-1
 is,2089.34,2090.26,0.92,0.011313218,0.358533136,-383.91068,10.900161,-5.7984743,29.798012,-11.052819,10.533091,-21.053686,2.7217143,-2.229208,-1.558105,-8.813021,3.0058966,-4.2322226,-1
 that,2090.26,2090.5,0.24,0.113278,0.218139648,-92.153786,18.626926,-47.813023,21.618105,-38.719875,-6.6616774,-24.122915,-2.0144637,21.176092,7.729702,-5.971984,-7.95463,8.309858,-1
 a,2090.5,2090.74,0.2399375,0.0449447,0.249816895,-261.35324,36.83865,-46.25618,14.428791,-31.230352,8.01866,-24.22487,-6.9172907,8.575798,5.7555203,0.5105984,-5.480449,-4.876638,-1
 fair,2090.74,2091.1,0.3600625,0.08386748,0.329427083,-149.70287,-17.806984,-36.388813,36.098278,-32.812794,0.11100992,-32.956642,6.818435,5.1815257,-8.562175,0.50613564,-2.9696696,3.8434308,-1
 presumption,2091.1,2092.08,0.98,0.051432103,0.250740297,-231.93059,16.652098,-25.662487,25.991405,-24.76489,13.354123,-30.926147,-1.432618,-3.268418,-1.6337157,-11.134791,-2.1636007,-7.5919375,-1
 I'm,2092.08,2093.96,1.88,0.019535692,0.214272709,-441.8131,57.043278,-3.3915868,3.5652575,-8.191684,1.8264204,-3.7182944,-0.19603324,-7.51916,1.0101432,-1.579202,-3.566621,-4.832572,-1
 always,2093.96,2094.4,0.44,0.17729366,0.053850446,-266.1122,153.06157,18.735132,-29.737555,-39.201687,-25.027542,-16.993343,-14.635074,-13.581605,-1.9733776,-4.768817,-12.877595,-8.96831,-1
 been,2094.4,2094.92,0.52,0.06956354,0.084846048,-260.6464,59.287262,26.700064,40.833073,3.227035,0.29683113,-9.316331,-9.149541,-12.744759,-10.636263,-6.6056237,-12.6015835,-11.1960745,-1
 a,2094.92,2095.8,0.88,0.03361746,0.155709403,-337.31732,80.75226,-18.304611,3.973496,-1.2823385,-2.5909534,-7.708485,0.22507252,-13.496631,0.8945895,-1.9976237,-12.657889,-8.033658,-1
 happy,2095.8,2096.16,0.3599375,0.07702646,0.125813802,-161.59198,83.44335,-41.95478,8.094274,-5.1292243,4.188339,-13.000354,13.788967,-24.144386,-2.4602454,0.5307047,-15.364487,-11.762563,-1
 jokey,2096.16,2098.9,2.7400625,0.025300672,0.217517941,-422.8015,48.40863,1.2902219,24.918121,-4.4467998,-2.2596467,-4.1836443,0.9041723,-8.304608,-5.1996355,-2.0386648,-7.065231,-5.431167,-1
 outgoing,2098.9,2101,2.1,0.041184843,0.188461766,-397.23126,64.02287,-2.0088875,13.745619,-10.117761,-2.5202358,-1.7700114,-1.3761722,-9.41538,-4.6844563,-2.848617,-4.486615,-6.790937,-1
 individual,2101,2101.82,0.82,0.10267122,0.040621244,-213.98337,90.44813,-16.765667,51.212154,-1.3958071,-21.814077,-16.8409,-11.400387,-19.2286,-31.558035,-5.8861203,-13.885383,-18.371223,-1
 even,2101.82,2102.3,0.48,0.09839645,0.044250488,-244.4819,110.39751,6.4873333,52.173813,-16.431412,-12.519392,-2.2617245,-5.2803493,-28.611446,-27.79456,-0.927382,-19.41507,-19.45638,-1
 though,2102.3,2102.7,0.4,0.12165984,0.043457031,-237.6515,134.84215,19.74469,-0.6092773,-23.00275,-0.39612287,-18.255144,-4.3352876,-33.76644,-15.48781,7.946167,-21.033978,-10.599997,-1
 I,2102.7,2103.42,0.72,0.037672006,0.16576087,-374.75024,103.6853,-3.647339,-7.864242,-8.920746,-5.2137227,-3.8111062,-0.1701598,-6.349391,1.5775044,-5.3774004,-4.5591087,-8.684307,-1
 started,2103.42,2103.88,0.46,0.052877028,0.254427083,-221.13347,47.822227,15.85917,5.6829176,16.825377,-2.6098511,-24.001768,7.8172545,-13.644085,5.465355,-0.9378339,-6.4673595,-0.3131973,-1
